item_id,score,type,subscription_period,subscription_start,subscription_end,member_id
young-iron-age,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wood-tell-birds-flowers,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
merrick-conrad-quest-youth,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
mackenzie-rich-relatives,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
mckenna-sonia-two-worlds,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
winged-words,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wilkinson-new-voices-introduction,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
man-king,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wilde-profundis,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wilde-plays-oscar-wilde,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
maugham-trembling-leaf-little,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
mcalmon-hasty-bunch,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
mackenzie-sylvia-michael,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wilde-picture-dorian-grey,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wilde-lord-arthur-saviles,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
whitman-leaves-grass,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
merrick-paris-laughed-pranks,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wright-life-walter-pater,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wells-boon,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
whistler-gentle-art-making,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wharton-glimpses-moon,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
meredith-lord-ormont-aminta,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wharton-age-innocence,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
merrick-actor-manager,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
west-henry-james,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
merrick-chair-boulevard,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
witter-bynner,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
squire-selections-modern-poets,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
walpole-wooden-horse,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
weininger-sex-character,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
shaw-irrational-knot,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
tagore-cycle-spring,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
santayana,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
santayana-character-opinion-united,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
swinnerton-nocturne,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
second-generation,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
september,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
shakespeare-loves-labours-lost,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
strindberg-plays-august-strindberg-second,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
shakespeare-songs-sonnets,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lowell-tendencies-modern-american,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
strindberg-miss-julie-plays,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
strindberg-married,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
shaw-love-among-artists,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
note-books,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-strange-case-dr,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-prince-otto,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
sinclair-life-death-harriet,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-memories-portraits,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-master-ballantrae,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-kidnapped,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-childs-garden-verses,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stevenson-catriona,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stephens-crock-gold,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
smith-treasury-english-prose,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stein-three-lives,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
smith-trivia,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
tagore-gitanjali,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
sandburg-smoke-steel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
sandburg-cornhuskers,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
samuel-taylor-coleridge,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
wassermann-worlds-illusion,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
oneill-emperor-jones,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
walt-whitman-study,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
stein-tender-buttons,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
walpole-prelude-adventure,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
walpole-captives-novel-four,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
percy-bysshe-shelley,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
picked-company,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
pleasures-innocence,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
pound-instigations-ezra-pound,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
undergrowth,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
pound-pavannes-divisions,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
turgenev-two-friends-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
tomlinson-sea-jungle,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
pound-umbra-early-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
thackeray-newcomes,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
raleigh-shakespeare,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
reed-ten-days-shook,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
tagore-mashi-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
richardson-backwater-pilgrimage-2,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
richardson-honeycomb-pilgrimage-3,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
tagore-king-dark-chamber,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
rosenfeld-musical-portraits,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
rossettis-poetical-works,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
sabatini-scaramouche,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lubbock-george-calderon-sketch,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
a-e-candle-vision,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-strength-strong,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
de-la-mare-peacock-pie-book,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
davis-van-bibber-others,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
davies-autobiography-super-tramp,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
darwin-naturalists-voyage-round,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dane-bill-divorcement,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
crowninshield-vanity-fair,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
craig-theatre-advancing,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
coventry-patmore,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
couperus-twilight-souls,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
couperus-hidden-story-modern,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
couperus-dr-adriaan,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
conway-relativity,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
conrad-nigger-narcissus,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
conrad-lord-jim,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
conrad-almayers-folly,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
child-love-unlove,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
chesterton-defendant,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
chekhov-letters-tchehov-family,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
de-la-mare-memoirs-midget,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
de-la-mare-poems-1901-1908,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
chekhov-chorus-girl-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dehan-hath-wings-novel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
emperors-death,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
emerson-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ellis-task-social-hygiene,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ellis-studies-psychology-sex,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
eddy-cubists-post-impressionism,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
eagle-books-general-third,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dunsany-fifty-one-tales,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dreiser-jennie-gerhardt,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dowden-shakspere-critical-study,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
douglas-went,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dostoyevsky-honest-thief,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dickinson-greek-view-life,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dickinson-appearances-notes-travel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
diary-american-girl,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dell-second-country-france,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dell-moon-calf,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
dell-hundredth-chance,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
chekhov-cooks-wedding-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ch-unclear,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ferber-cheerful-request,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-pretty-lady,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-love-match-play,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-ghost,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-authors-craft,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bell-since-cezanne,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beerbohm-more,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beerbohm-even-now,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beals-merry-heart,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
austin-26-jayne-street,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
austen-sense-sensibility,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ashford-young-visiters-mister,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
arnim-vera,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
armstrong-groper,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
angell-fruits-victory,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
andreyev-king-loses-head,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
anderson-windy-mcphersons,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
anderson-marching-men,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
andersen-nexo-ditte-daughter-man,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-mr-prohack,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bennett-self-self-management,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
cather-youth-bright-medusa,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beresford-gods-counterpoint,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
cather-antonia,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
carswell-camomile,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
carpenter-intermediate-sex,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
calderon-tahiti-tihoti,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
butler-life-habit,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
burke-whispering-windows,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
buchan-huntingtower,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bryher-development,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
brooke-1914-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bronte-jane-eyre,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bridges-poetical-works,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bradby-psycho-analysis-place,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bojer-kingdom,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
blake-blakes-works,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
bibesco-blame,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beresford-revolution-story-near,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
beresford-imperfect-mother,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ervine-john-ferguson-play,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fielding-history-tom-jones,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-road,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
joyce-ulysses,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
johnston-gay-dombeys,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
jameson-clash,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
james-roderick-hudson,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
james-house-novel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
james-awkward-age,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ibsen-hedda-gabler,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ibsen-dolls-house,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ibanez-four-horsemen-apocalypse,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
huxley-mortal-coils,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
huxley-leda,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hull-sheik,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
holding-invincible-minnie,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hichens-garden-allah,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hergesheimer-mountain-blood-novel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hergesheimer-linda-condon,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hergesheimer-java-head,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hergesheimer-cytherea,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
joyce-chamber-music,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
jung-psychology-unconscious,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hearn-letters-raven,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
aiken-turns-movies-tales,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-night-born,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-jacket,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-iron-heel,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-daughter-snows,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
london-burning-daylight,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lionel-johnson,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lindsay-daniel-jazz-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lincoln-galusha-magnificent,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lewis-tarr,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
leslie-oppidan,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lawrence-sons-lovers,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lawrence-prussian-officer-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
lawrence-aarons-rod,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
kirchwey-nation,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
kipling-diversity-creatures,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
key-love-marriage,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
keats-keats-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
herford-childs-primer-natural,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hearn-kokoro,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fitzgerald-side-paradise,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
galsworthy-beyond,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fugitive,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
freud-psychopathology-everyday-life,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
freud-interpretation-dreams,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
freud-dream-psychology,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
frank-rahab,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
frank-dark-mother,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
frank-america,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ford-heart-country,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
ford-critical-attitude,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
flexner-prostitution-europe,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fletcher-valley-headstrong-men,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fletcher-scarhaven-keep,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fletcher-rayner-slade-amalgamation,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fletcher-lost-mr-linthwaite,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
flecker-poems,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
flecker-collected-poems-james,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
fleay-almond-blossoms,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
gale-miss-lulu-bett,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
galsworthy-chancery-forsyte-saga,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hearn-glimpses-unfamiliar-japan,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
galsworthy-fraternity,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hearn-gleanings-buddha-fields,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
harris-yellow-ticket-stories,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hardy-tess-durbervilles,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hardy-pair-blue-eyes,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hardy-collected-poems-thomas,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
hammerton-george-meredith-life,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
gosse-books-table,1.0,popular (current),1921-12-28/1922-11-08,1921-12-28,1922-11-08,hemingway-ernest
